2026-05-15 19:31:21.065 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-05-15 21:42:29.410 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 64ms - Status: 200
2026-05-15 21:42:29.475 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 64ms - Status: 200
2026-05-15 21:42:29.900 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:29.900 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:29.900 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:29.902 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:29.903 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:29.905 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:42:29.919 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 20ms - Status: 200
2026-05-15 21:42:29.927 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 21ms - Status: 200
2026-05-15 21:42:29.934 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 29ms - Status: 200
2026-05-15 21:42:29.934 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 27ms - Status: 200
2026-05-15 21:42:29.943 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 22ms - Status: 200
2026-05-15 21:42:29.949 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 20ms - Status: 200
2026-05-15 21:42:29.953 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:42:29.959 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 24ms - Status: 200
2026-05-15 21:42:29.971 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 62ms - Status: 200
2026-05-15 21:42:30.020 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 47ms - Status: 200
2026-05-15 21:42:30.681 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:42:30.686 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 18ms - Status: 200
2026-05-15 21:42:30.688 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 20ms - Status: 200
2026-05-15 21:42:30.704 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/4/f4bf6089-c008-4065-abf9-ad8af531c1e7.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:42:30.704 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:42:30.705 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/8ac6d2da-316e-4eaf-ab36-4e5c42bfa20d.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 6ms - Status: 200
2026-05-15 21:42:30.709 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/3/5b164591-a960-4c94-a6fa-4a0597932e01.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:42:30.713 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 25ms - Status: 200
2026-05-15 21:42:30.718 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 28ms - Status: 200
2026-05-15 21:42:30.718 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:42:31.484 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 20ms - Status: 200
2026-05-15 21:42:31.508 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:42:31.520 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 58ms - Status: 200
2026-05-15 21:42:31.566 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 45ms - Status: 200
2026-05-15 21:42:33.593 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:42:33.606 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:42:34.023 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 18ms - Status: 200
2026-05-15 21:42:34.040 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:42:34.057 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 52ms - Status: 200
2026-05-15 21:42:34.133 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 74ms - Status: 200
2026-05-15 21:42:49.086 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/bookings/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:42:49.156 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [DELETE] /api/v1/bookings/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 68ms - Status: 200
2026-05-15 21:42:49.182 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:42:49.210 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 51ms - Status: 200
2026-05-15 21:43:00.686 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 16ms - Status: 200
2026-05-15 21:43:30.681 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:44:00.683 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:44:30.679 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:45:00.679 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:45:30.681 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:46:00.680 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:46:30.679 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:47:00.681 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:47:30.678 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:48:00.679 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:48:30.678 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:49:00.678 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:49:52.353 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/auth/login - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:49:52.735 [http-nio-8080-exec-2] INFO  c.h.m.controller.AuthController - Login success - username: khachhang01, IP: 0:0:0:0:0:0:0:1
2026-05-15 21:49:52.756 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [POST] /api/v1/auth/login - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 401ms - Status: 200
2026-05-15 21:49:52.783 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/banner/hero.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 6ms - Status: 200
2026-05-15 21:49:52.800 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/spa.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:49:52.808 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:49:52.807 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/restaurant.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:49:52.809 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/airport.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:49:52.845 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:49:52.846 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:49:52.848 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:49:52.848 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:49:52.860 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:49:52.871 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:49:52.878 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:49:52.884 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/8ac6d2da-316e-4eaf-ab36-4e5c42bfa20d.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:49:52.885 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:49:52.886 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:49:52.894 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:49:52.899 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/laundry.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:49:52.899 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/gym.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:49:59.210 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:49:59.210 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/rooms/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:49:59.224 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:49:59.234 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms/5 - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:49:59.237 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/670a1e2d-8a8b-40be-be02-3ecc34ca9759.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:50:28.214 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/banner/hero.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 6ms - Status: 200
2026-05-15 21:50:28.214 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/spa.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:50:28.225 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:50:28.225 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/restaurant.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:50:28.228 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:50:28.228 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:50:28.228 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/airport.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:50:28.237 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:50:28.240 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:50:28.252 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:50:28.252 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/laundry.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:50:28.252 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/gym.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:50:28.263 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:50:56.383 [http-nio-8080-exec-10] INFO  c.h.m.controller.AuthController - Login success - username: letan01, IP: 0:0:0:0:0:0:0:1
2026-05-15 21:50:56.385 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [POST] /api/v1/auth/login - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 303ms - Status: 200
2026-05-15 21:50:56.428 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:50:56.429 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:50:56.431 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 16ms - Status: 200
2026-05-15 21:50:56.434 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 20ms - Status: 200
2026-05-15 21:50:56.454 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 21ms - Status: 200
2026-05-15 21:50:56.454 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 23ms - Status: 200
2026-05-15 21:50:56.455 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 22ms - Status: 200
2026-05-15 21:50:56.474 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 36ms - Status: 200
2026-05-15 21:50:56.484 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 66ms - Status: 200
2026-05-15 21:50:56.518 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 33ms - Status: 200
2026-05-15 21:50:57.642 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:50:57.646 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:50:57.657 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:50:57.661 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:50:57.669 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 38ms - Status: 200
2026-05-15 21:50:57.703 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 33ms - Status: 200
2026-05-15 21:51:27.641 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:51:57.644 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:52:27.642 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:52:57.642 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:53:08.845 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:53:08.857 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/invoices - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:53:27.643 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:53:57.643 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:54:01.480 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:54:01.480 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:54:01.485 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 18ms - Status: 200
2026-05-15 21:54:01.486 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:54:01.499 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:54:01.501 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:54:01.502 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:54:01.506 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
